what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1434556962582
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1434556966345
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1434556980815
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1434556985832
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1434556988929
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1434556995494
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1434556999958
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1434557001750
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1434557007495
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1434557024377
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1434557026688
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1434557028917
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1434557030122
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1434557033440
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1434557035255
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1434557037757
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1434557038037
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1434557041725
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1434557046376
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1434557047669
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1434557047959
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1434557050048
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1434557051584
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1434557056902
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1434557072233
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1434557094527
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1434557101916
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1434557103646
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1434557109441
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1434557197007
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1434557226099
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1434557233125
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1434557236210
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1434557252922
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1434557277105
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1434557279754
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1434557302925
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1434557303495
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1434557312260
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1434557315600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1434557317144
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1434557319437
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1434557330715
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1434557332060
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1434557332350
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1434557334074
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1434557335880
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1434557341504
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1434557370861
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1434557413346
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1434557414269
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1434557415897
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1434557418064
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1434557425850
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1434557427636
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1434557431245
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1434557432557
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1434557432857
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1434557435767
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1434557437486
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1434557443065
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1434557448723
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1434557471108
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1434557472181
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1434557474096
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1434557476303
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1434557497110
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1434557498441
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1434557498752
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1434557500646
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1434557502281
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1434557507962
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1434557526737
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1434557778045
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1434557779760
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1434558466038
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1434558488634
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1434558512614
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.shiftLeft",1434558524027
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1434558531669
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1434558679666
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1434558712109
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1434559755874
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1434559782458
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1434563976333
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1434563988039
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1434564010751
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1434564011687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1434564014120
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1434564015805
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1434564020048
